clickability_test_id,n_variants,mean_ctr,max_ctr,min_ctr,total_impr,total_clicks,ctr_range,rel_lift
518d61fd75ff0a001400cb0e,4,0.008668371702424155,0.010186160871092378,0.007612456747404845,11544,100,0.0025737041236875337,0.2969074483697768
518fb27121e6fb0010009a52,4,0.019426958240901036,0.023212280044926994,0.015547971179370497,10704,208,0.007664308865556498,0.39451924333786087
51909104262caa2425000e37,4,0.01015189056638155,0.013686911890504704,0.006825938566552901,4744,48,0.006860973323951803,0.6758320806443906
5190952dc3f2e60010007c7c,5,0.012711608561792615,0.018101761252446183,0.009227780475959204,10574,134,0.008873980776486979,0.6981005380514607
5190fa8f2ef85a001400139b,4,0.010735250065474076,0.012278801011195377,0.009890859481582538,11285,121,0.002387941529612839,0.22243930183729593
519169cdc8821e0018003798,4,0.012552855112693545,0.01717490361023484,0.009863945578231292,11489,144,0.0073109580320035485,0.5824139581289878
51916e2fda7b1c00100049ce,4,0.013603473646251793,0.017337031900138695,0.006507592190889371,11408,156,0.010829439709249326,0.7960790009126231
5192a06ae36cf87029001419,4,0.013286868303893022,0.017924853498793518,0.00494874513962531,11804,158,0.01297610835916821,0.9766114980883974
5192cdd5e6b292001700032f,3,0.025885865881517284,0.030922431865828093,0.015832482124616958,11421,294,0.015089949741211136,0.582941664392439
5192e99ae6b2920010002aee,4,0.004728909454685978,0.006932409012131715,0.0023537323470073975,11491,54,0.004578676665124318,0.9682309862345131
51933fa1e6b292001000808f,4,0.022867226774352243,0.02492331288343558,0.018352059925093634,10591,242,0.006571252958341947,0.28736553947644533
5193bfd1950d5100140141df,5,0.010340883580675243,0.013660104459622338,0.007078254030672434,12413,128,0.006581850428949904,0.6364882050553091
5193c59d9966d55953013d5c,4,0.026936369720069544,0.02953318513813909,0.022905553812362724,12703,342,0.006627631325776366,0.24604768180169065
5194806d83c7ab001000a221,4,0.017048217529462138,0.01906158357771261,0.016220294228592985,10849,185,0.002841289349119626,0.16666196006763806
51950515849a6f001901671d,4,0.004822152024878288,0.006553984132459468,0.001668335001668335,11681,56,0.004885649130791134,1.0131677942929325
51950dc55cfee75eaa00203f,5,0.008876515432515667,0.011296660117878193,0.006591337099811676,10506,93,0.004705323018066517,0.5300867275947488
51953fb983c7ab203e005807,4,0.04049276602075087,0.048229342327150086,0.037809187279151946,11642,472,0.01042015504799814,0.2573337430853264
5195575129644500190075c3,4,0.027375129427504162,0.034134447927551374,0.01934369602763385,11684,320,0.014790751899917524,0.5402988847627896
5195a7df4264f5001200467a,4,0.02558845314701154,0.029517638588912886,0.02188679245283019,10924,280,0.007630846136082697,0.29821443649765517
